commGIS,nd,CP,CP,CP,CP,MC,MN,FBE,FBD,FBD,FBD,FNE,FND,FM,MTSH,MTSH,SL,SL,GL,SV,NF,NF,NF,U,B,B,B,W
80912,0,27,1,0,155,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,24
140402,0,150,23,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,96,0,0,0,153,0,0,0,0,0
141206,0,186,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140201,0,477,220,0,26,0,0,5,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0
50506,0,253,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80902,0,208,115,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80311,0,93,0,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,50
80701,0,50,0,0,115,7,2,14,0,0,0,0,0,0,0,0,0,13,0,0,0,20,28,0,0,0,0,42
50504,0,362,114,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140405,0,253,37,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,46,0,0,0,36,0,0,0,0,0
140404,0,218,155,0,16,0,0,0,6,0,0,0,0,0,0,0,0,0,22,0,0,0,6,0,0,0,0,0
50805,0,249,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80302,0,154,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140802,0,490,6,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0
50509,0,316,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90704,0,4,0,0,3,41,31,6372,56,0,0,44,0,0,98,0,0,66,0,0,0,9,0,0,0,0,0,2
80312,0,138,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31208,2,1450,99,0,38,15,10,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
80910,0,4,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20
50404,0,956,53,0,0,18,5,109,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140408,0,121,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,98,0,0,0,0,0
31402,0,148,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80310,0,101,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,0,0,0,0,23
141201,0,294,14,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,28,0,0,0,0,0
31002,7,316,144,2,0,82,13,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0
50802,0,103,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141209,0,272,3,0,89,1,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
141211,0,349,7,0,78,6,0,0,0,0,0,0,0,0,0,0,0,4,73,0,0,0,0,0,0,0,0,0
50804,0,951,303,0,27,0,0,2,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31414,0,140,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31010,2,172,90,8,25,37,21,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
80913,0,238,67,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80703,0,69,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,144,11,0,0,0,54
31203,0,1888,92,0,44,8,8,10,31,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0
141208,0,130,10,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
80906,0,211,26,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80306,0,72,0,0,61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10
80709,0,94,0,0,86,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,64,0,0,0,0,24
140805,0,51,0,0,309,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31001,2,43,21,0,6,55,61,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0
140809,0,495,2,0,332,0,3,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,1,2,0,0,0
31015,1,244,82,4,8,46,8,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0
31403,0,132,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80907,0,4,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
50807,0,243,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141205,0,124,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0
50510,0,397,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31202,0,822,154,0,52,0,3,0,4,0,0,0,0,0,0,0,0,0,147,0,0,0,5,0,0,0,0,0
31412,0,104,5,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81104,0,37,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12
140506,0,457,117,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0
50610,0,1135,139,0,18,61,13,9,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80202,0,34,14,0,49,36,7,19,0,0,0,0,0,0,1,0,2,18,0,0,0,1,7,0,0,0,0,18
81103,0,27,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
80210,0,55,46,0,28,16,48,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0,13,0,0,0,0,15
141106,0,10,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0
80611,0,2,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,18,0,0,0,0,0
80603,0,8,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15
200401,0,400,129,0,96,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50204,0,57,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80201,0,55,0,0,231,2,3,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,232,1,0,0,0,44
80808,0,147,36,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50203,0,158,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
141103,0,51,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7,0,0,0,1
80802,0,152,27,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80807,0,88,57,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120507,0,109,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200409,4,456,62,0,27,11,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120508,0,90,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200413,0,232,60,0,28,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90302,4,0,0,0,2,2,0,107,0,0,0,2,0,0,0,0,0,4,0,0,0,346,0,0,0,0,0,216
80813,0,138,44,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120515,0,74,0,0,68,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,3
80203,0,48,0,0,96,19,25,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,1,1,0,0,0,39
141006,0,503,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,3,0,0,0,0,0
50713,0,259,75,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
120504,0,93,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50715,0,281,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120607,0,24,2,0,31,3,7,1,0,0,0,0,0,0,15,0,0,3,1,0,0,0,2,19,0,0,0,6
120510,0,103,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50201,0,205,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80615,0,19,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,12
80206,0,15,0,0,69,15,37,5,0,0,0,2,0,0,3,0,7,12,0,0,0,4,0,1,0,0,0,11
141102,0,90,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
120501,0,82,0,0,68,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0
120606,0,14,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2
141004,0,492,3,0,148,0,0,0,0,0,0,0,0,0,2,0,0,0,91,0,0,0,0,0,0,0,0,4
50711,0,221,242,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120603,0,53,0,0,11,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
120604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1
80608,0,7,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,34,0,0,0,0,0
80811,0,148,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
50605,0,1340,214,0,7,119,30,495,578,0,0,0,0,0,29,0,35,48,0,0,0,0,0,0,0,0,0,0
140207,0,514,208,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0
80801,0,102,28,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
120112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
80806,0,149,12,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0
120111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
80205,0,117,25,0,80,67,43,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,25
141105,0,9,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
80208,0,39,5,0,54,19,12,4,0,0,0,0,0,0,5,0,6,1,0,0,0,0,4,0,0,0,0,32
80614,0,23,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,27,0,0,0,0,14
120109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
120602,0,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
120110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
80803,0,52,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141108,0,213,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80209,0,23,1,0,34,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
80804,0,85,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
120605,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3
120104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
120601,0,25,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,74,0,0,0,0
120103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
120106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
80212,0,27,0,0,18,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,23
120505,0,109,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,44,0,0,0,0
120101,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3
120102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
50707,0,268,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
50708,0,310,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120516,0,36,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
120410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
80610,0,7,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,26,0,0,0,0,3
120308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
120608,0,81,0,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,23
120409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
80805,0,161,41,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
200410,0,229,73,0,46,19,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0
120406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
120207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1
120405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
120403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
120301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
120304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80605,0,20,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,36
120204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
120303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
90603,0,1040,16,0,45,341,300,4127,96,0,0,4,0,0,638,0,120,207,1,0,0,3,0,0,0,0,0,0
120402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
120307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
120208,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2
120206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
120203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
120506,0,18,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
141005,0,203,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
120305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
120306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
50705,0,316,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120707,0,22,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
120401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
120201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
120404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
120202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
141001,0,352,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0
120211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2
120205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
120209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
80601,0,30,0,0,35,18,13,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,15,3,0,0,0,61
80607,0,30,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,23
90502,6,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,311
120502,0,69,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
120210,0,13,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3
120408,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
50703,0,606,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140806,0,4,0,0,368,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,58,0,0,0,0,0
141003,0,389,104,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
80810,0,126,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141104,0,140,0,0,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,24
120407,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
120702,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
80613,0,23,2,0,76,0,0,7,0,0,5,0,0,0,0,0,0,6,0,0,0,0,87,0,0,0,0,24
80609,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,118,0,0,0,0,1
80814,0,311,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50112,0,235,43,0,4,13,0,0,25,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0
210202,0,119,1,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140501,0,331,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,6,0,0,0,0,0
200305,0,268,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50603,0,1217,180,0,0,28,5,2,547,0,0,0,0,0,0,0,51,8,0,0,0,0,0,0,0,0,0,0
140105,0,233,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,20
210211,0,85,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
140706,0,5,2,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,20
140702,0,37,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
140108,0,206,0,0,52,0,0,0,0,0,0,0,0,0,25,0,0,0,28,0,0,0,27,0,0,0,0,0
81005,0,190,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,12
140508,0,421,3,0,36,0,4,0,0,0,0,0,0,0,3,0,0,0,20,0,0,0,12,0,0,0,0,0
50602,0,1007,111,0,0,15,1,9,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90101,8,71,4,0,20,169,306,3250,8,0,0,46,0,0,203,0,92,137,12,0,0,366,0,0,0,0,0,61
50110,0,503,127,0,4,15,0,0,63,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0
210204,0,269,143,0,55,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
80501,0,43,0,0,154,4,15,0,0,0,0,0,0,0,36,0,0,5,0,0,0,0,630,0,0,0,0,38
90203,11,99,0,0,37,35,82,2484,29,0,0,41,0,0,131,0,1,158,0,0,0,219,0,0,0,0,0,64
90802,0,685,13,0,13,369,224,1846,15,0,0,74,0,0,274,0,95,194,45,0,0,0,0,0,0,0,0,0
81014,0,121,0,0,118,15,0,0,0,0,0,0,0,0,2,0,0,17,0,0,0,0,79,0,0,0,0,10
81004,0,53,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20
200404,0,220,130,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81016,0,105,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3
200405,0,266,27,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
50609,0,403,134,0,0,4,1,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140104,0,175,17,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,64
50302,0,300,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140705,0,11,0,0,193,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
210208,0,167,78,0,17,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210207,0,227,67,0,62,0,39,0,21,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23
210210,0,259,29,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,29
210212,0,198,36,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50311,0,515,188,0,49,13,3,13,65,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,2,0,0,0
50312,0,139,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80207,0,81,0,0,88,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,234,0,0,0,0,55
140505,0,273,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,0,0,0,0,0,0,0,0
50607,0,412,126,0,1,0,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80104,0,88,10,0,104,1,9,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0
81006,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,961,0,0,0,0,0
140101,0,399,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,46,0,0,0,0,0
50613,0,4042,406,0,25,144,29,140,381,0,0,0,0,0,5,0,100,11,0,0,0,0,0,0,0,0,0,0
80125,0,176,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50306,0,353,16,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81008,0,114,0,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15
81015,0,211,0,0,145,0,0,0,0,0,0,0,0,0,5,0,0,38,0,0,0,0,167,0,0,0,0,11
80116,0,67,1,0,38,0,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0
81010,0,194,4,0,220,2,0,0,0,0,0,0,0,0,15,0,0,4,2,0,0,0,12,0,0,0,0,28
80115,0,73,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
90105,0,111,0,0,41,119,91,549,25,0,0,30,0,0,183,0,35,28,0,0,0,29,0,0,0,0,0,3
50304,0,122,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50704,0,490,189,0,17,32,5,1,65,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0
50600,0,50,31,0,0,31,11,1083,2,0,0,73,0,0,243,0,79,119,0,0,0,0,0,0,0,0,0,9
50301,0,198,19,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140503,0,427,0,0,28,0,1,0,0,0,0,0,0,0,10,0,0,0,245,0,0,0,17,0,0,0,0,0
80101,0,97,20,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
200415,0,538,91,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
80128,0,158,58,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50313,0,259,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
